date,pm25,pm10,o3,no2,so2,co
04/09/2017,153,47,34,17,1,6
05/09/2017,90,56,0,36,1,5
06/09/2017,57,0,0,0,0,0
11/09/2017,31,59,49,25,0,5
12/09/2017,66,93,85,35,3,10
13/09/2017,141,86,76,22,2,9
14/09/2017,144,76,47,32,2,8
15/09/2017,129,102,70,39,2,11
16/09/2017,168,32,38,18,1,3
17/09/2017,42,61,67,30,1,5
18/09/2017,67,42,35,24,1,3
19/09/2017,44,47,35,26,1,3
20/09/2017,44,99,64,45,5,11
21/09/2017,136,64,34,21,1,5
22/09/2017,65,133,60,39,4,9
23/09/2017,130,108,74,35,2,11
24/09/2017,145,90,67,25,5,14
25/09/2017,137,50,22,24,1,8
26/09/2017,94,52,12,27,3,10
27/09/2017,76,27,28,14,1,2
28/09/2017,32,76,24,40,4,7
29/09/2017,114,95,53,38,2,10
30/09/2017,167,59,34,28,1,7
01/04/2017,80,82,43,32,7,9
02/04/2017,151,121,85,36,12,12
03/04/2017,198,100,48,22,11,9
04/04/2017,187,60,67,9,2,4
05/04/2017,138,87,71,19,3,8
06/04/2017,172,85,38,16,3,7
07/04/2017,161,100,26,25,3,8
08/04/2017,150,72,43,19,3,8
09/04/2017,154,83,41,23,5,6
10/04/2017,148,54,44,15,3,4
11/04/2017,95,73,39,30,3,6
12/04/2017,106,89,33,28,8,9
13/04/2017,131,106,44,29,3,9
14/04/2017,154,73,57,23,2,5
15/04/2017,112,111,53,28,9,8
16/04/2017,145,150,41,27,5,9
17/04/2017,180,66,44,8,1,1
18/04/2017,75,87,17,31,5,6
19/04/2017,116,75,38,23,1,7
20/04/2017,122,54,47,9,1,1
21/04/2017,61,90,59,19,4,4
22/04/2017,116,60,48,8,3,3
23/04/2017,76,81,50,16,5,6
24/04/2017,118,33,33,8,1,1
25/04/2017,49,36,45,14,1,2
26/04/2017,50,43,47,20,1,2
27/04/2017,55,52,54,20,1,3
28/04/2017,70,78,64,19,2,3
29/04/2017,105,117,68,20,3,4
30/04/2017,152,86,60,19,4,5
01/05/2017,115,97,108,23,7,7
02/05/2017,136,85,59,19,7,6
03/05/2017,131,638,46,11,3,2
04/05/2017,382,466,42,10,4,2
05/05/2017,275,78,58,16,4,2
06/05/2017,101,65,74,26,5,3
07/05/2017,101,93,94,24,8,5
08/05/2017,146,82,93,12,6,4
09/05/2017,112,60,74,13,3,4
10/05/2017,108,107,47,18,4,3
11/05/2017,103,131,78,14,5,3
12/05/2017,106,63,43,9,3,1
13/05/2017,75,41,70,10,2,3
14/05/2017,46,62,74,14,5,5
15/05/2017,74,76,106,14,7,5
16/05/2017,103,86,141,16,7,6
17/05/2017,128,116,159,27,9,9
18/05/2017,160,103,134,16,5,5
19/05/2017,146,79,137,11,4,6
20/05/2017,133,71,90,14,6,9
21/05/2017,141,44,29,21,5,11
22/05/2017,109,38,69,18,1,2
23/05/2017,52,46,84,25,1,2
24/05/2017,58,67,102,21,4,5
25/05/2017,74,69,0,24,5,4
26/05/2017,112,83,0,23,11,12
27/05/2017,143,97,0,18,12,15
28/05/2017,172,72,0,12,5,7
29/05/2017,89,61,0,20,1,7
30/05/2017,106,78,86,26,2,8
31/05/2017,141,46,105,14,2,7
01/06/2017,76,54,31,18,6,10
02/06/2017,75,50,59,21,2,8
03/06/2017,89,68,111,25,7,5
04/06/2017,122,76,147,29,11,8
05/06/2017,146,50,38,14,1,4
06/06/2017,119,43,89,13,3,5
07/06/2017,110,50,68,24,2,6
08/06/2017,76,68,109,26,3,7
09/06/2017,95,59,60,15,7,7
10/06/2017,62,62,100,24,5,6
11/06/2017,87,63,73,26,9,10
12/06/2017,95,52,78,21,4,8
13/06/2017,105,51,102,23,2,13
14/06/2017,113,70,104,18,1,4
15/06/2017,96,86,101,15,3,7
16/06/2017,140,95,148,15,3,6
17/06/2017,155,87,146,16,3,6
18/06/2017,152,39,115,11,2,3
19/06/2017,96,50,121,12,1,4
20/06/2017,94,60,116,14,5,8
21/06/2017,116,28,56,13,1,10
22/06/2017,86,22,41,10,1,5
23/06/2017,73,28,55,10,1,4
24/06/2017,73,42,90,19,1,5
25/06/2017,94,36,109,20,1,3
26/06/2017,72,73,144,22,5,7
27/06/2017,132,86,134,24,6,10
28/06/2017,147,61,111,17,6,6
29/06/2017,128,68,139,16,2,6
30/06/2017,144,81,129,19,2,8
02/01/2017,273,282,6,73,8,55
03/01/2017,383,387,6,67,8,67
04/01/2017,437,170,4,49,10,48
05/01/2017,281,144,3,52,16,48
06/01/2017,285,142,2,41,11,35
07/01/2017,244,0,20,13,4,5
08/01/2017,77,51,17,16,2,6
09/01/2017,77,38,21,18,3,5
10/01/2017,71,65,7,38,11,14
11/01/2017,149,50,30,26,8,8
12/01/2017,104,24,27,13,5,3
13/01/2017,38,36,23,23,5,7
14/01/2017,61,55,15,25,6,9
15/01/2017,124,82,5,36,12,17
16/01/2017,174,106,7,42,14,22
17/01/2017,203,49,14,28,6,8
18/01/2017,114,71,26,19,9,9
19/01/2017,108,31,23,17,3,5
20/01/2017,64,45,26,17,8,4
21/01/2017,80,35,17,23,6,7
22/01/2017,83,44,18,23,8,8
23/01/2017,99,88,8,34,24,24
24/01/2017,171,127,11,38,25,30
25/01/2017,244,130,22,27,16,24
26/01/2017,244,74,28,13,9,5
27/01/2017,102,332,7,27,48,20
28/01/2017,415,54,26,7,5,7
29/01/2017,100,33,28,8,4,3
30/01/2017,73,66,25,18,17,9
31/01/2017,163,36,25,10,5,3
01/02/2017,66,80,17,30,15,12
02/02/2017,168,127,20,38,23,22
03/02/2017,235,204,31,41,24,28
04/02/2017,341,18,33,8,3,2
05/02/2017,45,21,28,10,2,2
06/02/2017,39,69,21,24,10,9
07/02/2017,153,39,32,13,3,6
08/02/2017,88,29,29,6,1,2
09/02/2017,33,26,27,5,1,1
10/02/2017,37,77,25,20,10,5
11/02/2017,84,119,10,37,29,23
12/02/2017,213,97,23,33,14,19
13/02/2017,168,120,5,38,13,23
14/02/2017,236,135,16,53,20,27
15/02/2017,289,56,31,30,11,12
16/02/2017,164,36,33,11,3,3
17/02/2017,65,86,20,29,13,14
18/02/2017,169,97,32,23,14,8
19/02/2017,156,29,29,8,2,2
20/02/2017,39,61,12,21,6,8
21/02/2017,143,29,26,15,3,8
22/02/2017,141,29,31,13,3,4
23/02/2017,61,37,28,22,7,6
24/02/2017,78,18,32,14,3,3
25/02/2017,43,35,27,21,3,5
26/02/2017,80,93,21,34,9,13
27/02/2017,158,25,34,16,3,4
28/02/2017,54,35,37,7,2,2
01/03/2017,47,58,24,20,5,5
02/03/2017,110,98,19,27,12,13
03/03/2017,170,78,23,32,15,13
04/03/2017,165,30,28,8,2,2
05/03/2017,57,40,26,15,2,4
06/03/2017,65,25,26,5,1,2
07/03/2017,40,26,29,8,1,2
08/03/2017,48,28,28,16,1,3
09/03/2017,46,52,28,29,5,6
10/03/2017,88,75,22,23,9,9
11/03/2017,114,26,19,5,1,1
12/03/2017,47,27,35,13,2,3
13/03/2017,33,43,21,20,3,5
14/03/2017,58,71,29,27,11,11
15/03/2017,150,112,31,40,13,10
16/03/2017,185,93,30,23,9,8
17/03/2017,182,111,57,27,7,11
18/03/2017,198,146,62,34,17,19
19/03/2017,258,116,23,33,10,13
20/03/2017,196,76,39,17,3,6
21/03/2017,166,117,32,34,13,10
22/03/2017,192,94,23,22,4,13
23/03/2017,191,0,21,18,1,8
24/03/2017,156,26,40,14,1,5
25/03/2017,100,24,39,8,1,1
26/03/2017,46,27,43,11,1,2
27/03/2017,50,71,45,20,6,5
28/03/2017,141,97,53,23,6,7
29/03/2017,182,90,38,20,10,10
30/03/2017,159,43,42,14,2,4
31/03/2017,69,60,38,23,2,4
01/10/2016,202,129,63,31,4,12
02/10/2016,219,103,71,20,2,10
03/10/2016,176,49,19,14,1,9
04/10/2016,89,67,25,16,1,11
05/10/2016,141,66,13,19,2,14
06/10/2016,153,45,20,18,1,15
07/10/2016,115,20,26,8,1,4
08/10/2016,44,57,14,22,2,6
09/10/2016,98,96,10,34,7,12
10/10/2016,167,93,25,27,5,13
11/10/2016,181,74,27,24,4,10
12/10/2016,157,118,28,35,3,14
13/10/2016,217,152,30,42,4,18
14/10/2016,286,128,0,37,4,19
15/10/2016,243,110,28,21,2,8
16/10/2016,181,79,27,20,1,8
17/10/2016,139,102,2,28,3,17
18/10/2016,176,132,16,31,3,21
19/10/2016,270,87,10,23,3,13
20/10/2016,164,52,11,16,0,7
21/10/2016,125,20,13,13,1,4
22/10/2016,48,45,13,21,1,5
23/10/2016,83,89,1,25,1,11
24/10/2016,150,101,3,31,1,13
25/10/2016,178,71,21,20,1,7
26/10/2016,93,55,3,21,3,11
27/10/2016,96,17,23,12,1,3
28/10/2016,41,50,17,22,2,5
29/10/2016,79,63,24,19,3,8
30/10/2016,110,19,21,7,1,1
31/10/2016,35,54,16,23,4,6
01/11/2016,111,108,7,38,8,13
02/11/2016,184,161,3,45,8,23
03/11/2016,254,180,3,47,4,30
04/11/2016,298,133,19,38,2,27
05/11/2016,229,67,16,22,6,9
06/11/2016,148,42,19,18,1,6
07/11/2016,94,37,13,23,3,6
08/11/2016,102,131,1,33,5,24
09/11/2016,231,107,8,22,3,14
10/11/2016,198,81,3,26,2,14
11/11/2016,153,83,12,26,5,12
12/11/2016,155,111,1,28,6,22
13/11/2016,172,67,25,17,2,9
14/11/2016,86,60,8,31,6,12
15/11/2016,107,107,8,35,6,20
16/11/2016,182,116,2,31,12,23
17/11/2016,189,190,2,35,11,37
18/11/2016,244,107,19,26,4,17
19/11/2016,183,71,12,18,2,9
20/11/2016,131,18,23,7,1,3
21/11/2016,44,18,21,9,2,2
22/11/2016,36,21,15,15,3,4
23/11/2016,50,69,8,33,10,12
24/11/2016,136,133,2,44,12,25
25/11/2016,234,291,5,53,10,34
26/11/2016,332,102,23,30,4,17
27/11/2016,144,76,3,41,11,18
28/11/2016,151,90,1,34,12,22
29/11/2016,173,83,23,30,7,19
30/11/2016,142,32,26,22,3,5
01/12/2016,66,86,7,40,11,18
02/12/2016,172,215,4,54,14,36
03/12/2016,292,244,5,47,8,35
04/12/2016,327,38,24,20,5,9
05/12/2016,94,91,3,46,11,21
06/12/2016,164,109,4,46,14,26
07/12/2016,201,87,26,24,7,16
08/12/2016,136,30,20,18,4,5
09/12/2016,69,55,9,32,7,12
10/12/2016,120,145,5,49,20,38
11/12/2016,259,141,5,44,20,25
12/12/2016,271,33,21,22,4,8
13/12/2016,87,32,16,21,5,5
14/12/2016,72,43,23,21,5,7
15/12/2016,85,101,3,47,12,21
16/12/2016,182,164,4,49,18,32
17/12/2016,279,161,4,49,12,36
18/12/2016,293,164,6,54,13,38
19/12/2016,271,290,3,54,3,68
20/12/2016,407,280,4,62,5,66
21/12/2016,418,90,24,20,2,14
22/12/2016,131,39,15,23,4,6
23/12/2016,83,101,3,40,15,24
24/12/2016,194,112,3,42,17,25
25/12/2016,214,46,19,26,9,9
26/12/2016,114,41,21,21,5,6
27/12/2016,85,62,18,18,5,9
28/12/2016,122,68,12,24,5,12
29/12/2016,104,222,5,49,11,37
30/12/2016,318,335,4,64,12,53
31/12/2016,379,425,4,59,4,62
01/01/2017,486,243,16,45,6,32
01/07/2016,46,52,90,19,1,6
02/07/2016,106,66,110,17,5,8
03/07/2016,152,82,110,14,3,11
04/07/2016,195,67,119,13,2,9
05/07/2016,163,63,111,19,3,8
06/07/2016,141,86,126,14,4,11
07/07/2016,169,77,104,16,3,11
08/07/2016,159,58,100,15,1,7
09/07/2016,147,62,91,12,1,7
10/07/2016,144,62,92,12,3,6
11/07/2016,154,33,38,13,2,5
12/07/2016,85,32,85,17,1,4
13/07/2016,58,50,63,22,2,7
14/07/2016,92,34,30,16,1,6
15/07/2016,102,43,35,18,1,6
16/07/2016,101,66,115,25,1,16
17/07/2016,153,74,54,28,3,18
18/07/2016,168,54,16,29,1,12
19/07/2016,176,5,23,12,0,6
20/07/2016,95,17,21,15,0,7
21/07/2016,59,0,77,21,1,9
22/07/2016,147,0,96,27,0,12
23/07/2016,168,56,104,22,0,8
24/07/2016,129,40,55,19,1,8
25/07/2016,103,25,76,11,1,4
26/07/2016,46,61,121,18,1,8
27/07/2016,122,47,90,17,1,6
28/07/2016,101,77,109,16,1,15
29/07/2016,170,47,39,12,0,15
30/07/2016,194,55,43,14,1,12
31/07/2016,129,59,81,13,1,12
01/08/2016,137,42,75,13,1,12
02/08/2016,112,59,108,14,1,9
03/08/2016,124,76,120,15,2,14
04/08/2016,162,54,78,12,1,7
05/08/2016,131,74,80,15,1,9
06/08/2016,164,26,54,6,0,6
07/08/2016,62,37,74,12,1,8
08/08/2016,87,54,91,22,3,12
09/08/2016,111,67,69,11,1,9
10/08/2016,152,64,82,11,2,8
11/08/2016,154,50,36,14,2,7
12/08/2016,115,32,19,15,1,6
13/08/2016,66,32,90,12,1,5
14/08/2016,55,40,45,11,2,6
15/08/2016,70,32,76,14,1,5
16/08/2016,69,67,19,32,2,9
17/08/2016,137,0,23,29,1,15
18/08/2016,156,27,67,15,0,8
19/08/2016,57,54,115,20,1,10
20/08/2016,117,61,147,23,1,9
21/08/2016,126,48,82,15,3,8
22/08/2016,107,62,71,19,4,7
23/08/2016,130,73,52,26,3,10
24/08/2016,154,21,32,11,1,3
25/08/2016,35,23,41,16,1,2
26/08/2016,32,32,36,21,1,4
27/08/2016,43,25,44,16,1,2
28/08/2016,36,37,49,20,1,4
29/08/2016,48,54,100,22,2,6
30/08/2016,85,38,38,22,2,3
31/08/2016,53,26,31,13,1,2
01/09/2016,23,30,28,13,1,3
02/09/2016,40,33,78,14,1,4
03/09/2016,59,66,94,20,4,9
04/09/2016,143,45,43,13,1,4
05/09/2016,72,34,34,21,1,5
06/09/2016,70,49,79,18,3,6
07/09/2016,109,34,44,22,1,6
08/09/2016,60,32,33,21,1,4
09/09/2016,52,30,49,19,1,3
10/09/2016,46,56,52,13,1,7
11/09/2016,88,42,50,18,1,6
12/09/2016,89,63,60,24,1,9
13/09/2016,163,71,86,22,2,10
14/09/2016,165,74,98,21,2,7
15/09/2016,155,58,93,21,2,9
16/09/2016,180,40,26,17,1,7
17/09/2016,99,25,14,16,0,5
18/09/2016,56,19,34,15,1,3
19/09/2016,37,40,43,22,2,4
20/09/2016,61,86,14,43,2,10
21/09/2016,151,85,42,32,3,10
22/09/2016,171,111,88,22,1,11
23/09/2016,187,127,96,24,3,10
24/09/2016,165,125,48,22,3,15
25/09/2016,217,68,24,18,1,10
26/09/2016,136,24,25,11,1,6
27/09/2016,65,26,26,16,1,2
28/09/2016,45,71,44,27,4,6
29/09/2016,130,93,66,34,5,9
30/09/2016,169,123,58,41,6,13
01/04/2016,106,21,33,7,1,1
02/04/2016,26,34,37,12,1,1
03/04/2016,44,75,52,24,6,4
04/04/2016,148,91,60,26,10,8
05/04/2016,179,83,39,32,18,16
06/04/2016,183,83,35,29,3,9
07/04/2016,160,50,39,14,3,2
08/04/2016,68,164,40,29,6,6
09/04/2016,156,117,38,21,7,7
10/04/2016,137,70,34,20,3,4
11/04/2016,144,65,30,29,3,6
12/04/2016,155,87,39,41,4,10
13/04/2016,191,68,43,13,2,2
14/04/2016,92,72,44,33,11,10
15/04/2016,148,57,32,10,1,3
16/04/2016,79,24,37,8,0,1
17/04/2016,50,26,40,10,1,1
18/04/2016,53,65,18,31,11,11
19/04/2016,140,60,48,19,4,5
20/04/2016,145,96,51,35,5,8
21/04/2016,173,70,42,9,0,1
22/04/2016,89,38,38,18,1,1
23/04/2016,81,89,72,26,11,7
24/04/2016,152,81,77,15,7,5
25/04/2016,160,80,62,20,13,11
26/04/2016,160,72,46,31,6,10
27/04/2016,166,69,85,30,3,9
28/04/2016,161,64,92,32,9,11
29/04/2016,171,100,117,40,5,14
30/04/2016,210,57,117,21,14,19
01/05/2016,213,62,38,8,2,9
02/05/2016,144,50,41,14,1,2
03/05/2016,94,44,51,30,2,4
04/05/2016,78,55,51,25,8,9
05/05/2016,116,199,37,5,1,1
06/05/2016,112,30,53,12,1,1
07/05/2016,49,64,67,22,9,6
08/05/2016,153,41,34,17,3,4
09/05/2016,105,53,71,22,1,5
10/05/2016,117,73,87,15,6,9
11/05/2016,183,29,37,15,2,7
12/05/2016,72,57,57,31,6,7
13/05/2016,109,38,36,21,3,3
14/05/2016,110,23,36,22,1,3
15/05/2016,94,46,54,26,1,4
16/05/2016,80,78,111,27,6,2
17/05/2016,143,70,99,14,5,3
18/05/2016,146,76,127,17,8,4
19/05/2016,161,78,116,27,11,8
20/05/2016,163,65,109,23,9,6
21/05/2016,153,67,104,29,4,4
22/05/2016,136,76,71,25,8,8
23/05/2016,141,31,59,14,1,2
24/05/2016,81,24,52,10,19,2
25/05/2016,64,48,50,16,1,2
26/05/2016,109,79,86,28,6,6
27/05/2016,141,57,97,15,4,5
28/05/2016,119,51,72,14,3,5
29/05/2016,117,93,138,26,9,10
30/05/2016,159,86,39,17,6,8
31/05/2016,156,54,82,20,3,6
01/06/2016,127,63,109,26,5,7
02/06/2016,139,83,116,28,13,11
03/06/2016,160,78,123,13,8,8
04/06/2016,164,73,110,16,8,8
05/06/2016,149,77,127,16,4,8
06/06/2016,160,61,62,11,1,7
07/06/2016,137,0,114,15,1,11
08/06/2016,188,76,110,18,3,9
09/06/2016,176,31,86,9,1,5
10/06/2016,124,15,49,9,0,2
11/06/2016,42,62,103,16,3,8
12/06/2016,141,61,41,15,2,6
13/06/2016,124,32,37,13,1,5
14/06/2016,106,32,65,16,0,4
15/06/2016,55,33,77,25,0,5
16/06/2016,81,47,44,24,1,4
17/06/2016,83,60,107,25,2,7
18/06/2016,112,61,114,17,2,6
19/06/2016,144,63,124,15,4,10
20/06/2016,172,63,125,17,1,8
21/06/2016,180,58,110,17,1,6
22/06/2016,112,70,87,18,3,10
23/06/2016,144,28,38,17,1,4
24/06/2016,50,28,50,11,1,2
25/06/2016,48,62,100,23,2,4
26/06/2016,103,66,70,19,3,6
27/06/2016,136,31,34,18,1,7
28/06/2016,150,0,76,17,0,8
29/06/2016,175,49,94,18,0,6
30/06/2016,129,23,71,10,0,3
04/01/2016,82,51,20,21,5,5
05/01/2016,79,28,24,20,4,6
06/01/2016,72,14,22,13,3,2
07/01/2016,43,29,19,21,6,6
08/01/2016,79,67,11,38,11,14
09/01/2016,142,49,19,32,13,13
10/01/2016,125,15,25,12,2,2
11/01/2016,47,17,24,16,3,4
12/01/2016,50,31,20,23,5,6
13/01/2016,64,63,17,39,12,15
14/01/2016,142,90,13,47,21,27
15/01/2016,184,86,11,33,25,21
16/01/2016,187,31,28,13,4,5
17/01/2016,87,39,26,9,1,2
18/01/2016,38,58,13,33,10,13
19/01/2016,132,101,5,40,37,36
20/01/2016,207,91,6,31,14,24
21/01/2016,198,21,27,10,3,4
22/01/2016,50,35,27,9,2,4
23/01/2016,47,42,26,13,2,3
24/01/2016,48,29,22,20,6,5
25/01/2016,69,43,22,19,9,5
26/01/2016,85,79,14,42,22,18
27/01/2016,181,107,18,43,27,24
28/01/2016,219,58,14,27,20,15
29/01/2016,148,45,24,24,10,11
30/01/2016,117,16,27,13,3,4
31/01/2016,53,15,27,16,4,4
01/02/2016,52,34,24,23,6,6
02/02/2016,80,33,18,30,7,9
03/02/2016,106,15,29,13,3,4
04/02/2016,58,27,31,8,2,3
05/02/2016,44,32,28,19,6,6
06/02/2016,76,50,31,21,10,8
07/02/2016,113,176,34,21,30,9
08/02/2016,221,38,36,19,10,9
09/02/2016,114,80,21,33,30,25
10/02/2016,182,114,24,32,27,27
11/02/2016,216,99,18,28,11,20
12/02/2016,206,13,29,5,2,2
13/02/2016,47,13,27,5,1,2
14/02/2016,32,36,28,8,1,2
15/02/2016,38,32,31,8,1,2
16/02/2016,40,40,29,25,8,8
17/02/2016,116,26,34,12,3,3
18/02/2016,55,24,32,14,3,3
19/02/2016,55,14,31,9,2,3
20/02/2016,49,71,23,31,14,15
21/02/2016,167,60,33,22,10,10
22/02/2016,128,15,33,9,3,2
23/02/2016,49,36,26,22,4,6
24/02/2016,79,32,27,19,3,5
25/02/2016,70,42,28,18,6,5
26/02/2016,91,26,29,17,4,4
27/02/2016,71,40,31,17,4,7
28/02/2016,93,33,24,21,5,5
29/02/2016,96,86,22,40,16,16
01/03/2016,188,116,27,56,16,24
02/03/2016,232,151,22,60,25,32
03/03/2016,345,202,18,61,33,42
04/03/2016,374,177,32,11,3,2
05/03/2016,150,113,14,38,16,14
06/03/2016,156,61,35,19,10,8
07/03/2016,81,19,33,7,1,2
08/03/2016,45,15,28,8,1,2
09/03/2016,41,35,29,9,1,2
10/03/2016,44,42,27,20,2,4
11/03/2016,66,84,17,42,21,13
12/03/2016,176,35,36,15,4,3
13/03/2016,68,80,29,32,12,11
14/03/2016,154,108,24,37,26,11
15/03/2016,194,150,60,47,21,19
16/03/2016,284,150,52,52,18,18
17/03/2016,298,36,46,43,7,13
18/03/2016,238,75,29,22,10,9
19/03/2016,147,69,37,36,8,12
20/03/2016,139,110,47,47,12,11
21/03/2016,189,129,19,44,16,12
22/03/2016,185,34,33,16,3,6
23/03/2016,64,24,36,19,1,5
24/03/2016,47,36,35,21,2,3
25/03/2016,70,27,35,15,1,2
26/03/2016,45,31,38,16,1,2
27/03/2016,40,131,32,37,9,6
28/03/2016,159,52,39,14,2,2
29/03/2016,57,48,37,19,4,3
30/03/2016,68,135,50,41,20,13
31/03/2016,203,82,33,14,4,4
01/10/2015,40,49,38,23,1,5
02/10/2015,70,46,40,21,2,5
03/10/2015,69,92,63,41,4,11
04/10/2015,176,141,86,47,4,16
05/10/2015,242,195,102,49,3,19
06/10/2015,326,198,51,51,4,18
07/10/2015,286,22,23,9,1,1
08/10/2015,27,43,25,15,1,3
09/10/2015,62,22,22,6,1,2
10/10/2015,22,29,31,10,1,1
11/10/2015,31,28,30,19,1,2
12/10/2015,42,54,28,36,3,6
13/10/2015,91,98,26,49,10,19
14/10/2015,180,92,53,51,6,14
15/10/2015,181,162,77,64,11,20
16/10/2015,255,250,31,73,9,24
17/10/2015,354,49,21,27,4,9
18/10/2015,132,67,20,27,4,7
19/10/2015,123,82,5,35,5,13
20/10/2015,161,57,13,18,1,7
21/10/2015,132,43,10,20,1,6
22/10/2015,90,53,19,29,1,7
23/10/2015,123,60,22,26,4,9
24/10/2015,129,45,9,27,4,6
25/10/2015,89,55,18,15,1,3
26/10/2015,88,33,16,19,1,4
27/10/2015,52,15,24,12,1,2
28/10/2015,32,15,23,9,1,1
29/10/2015,37,32,17,22,2,4
30/10/2015,72,48,17,30,4,7
31/10/2015,110,70,14,38,6,9
01/11/2015,147,74,13,43,5,13
02/11/2015,164,127,29,48,11,20
03/11/2015,219,136,12,56,10,17
04/11/2015,256,0,13,28,3,9
05/11/2015,166,15,21,10,1,3
06/11/2015,61,16,21,9,1,3
07/11/2015,55,66,16,20,2,6
08/11/2015,127,101,2,28,6,16
09/11/2015,198,101,1,28,3,13
10/11/2015,192,82,2,27,4,17
11/11/2015,184,120,1,28,3,22
12/11/2015,217,141,2,35,8,27
13/11/2015,255,109,5,38,11,31
14/11/2015,308,154,15,34,9,29
15/11/2015,264,56,8,32,4,11
16/11/2015,140,57,10,27,3,13
17/11/2015,132,53,4,27,3,9
18/11/2015,143,0,0,32,2,13
19/11/2015,165,0,1,25,7,20
20/11/2015,150,0,1,19,4,18
21/11/2015,118,0,22,17,5,10
22/11/2015,128,0,23,14,5,5
23/11/2015,82,31,15,22,4,6
24/11/2015,86,19,22,20,5,10
25/11/2015,113,36,23,16,5,6
26/11/2015,74,149,4,48,21,30
27/11/2015,293,251,5,50,25,39
28/11/2015,352,184,6,52,25,45
29/11/2015,301,472,3,64,12,59
30/11/2015,421,250,2,63,24,78
01/12/2015,488,5,17,8,2,3
02/12/2015,29,12,16,8,1,3
03/12/2015,37,35,18,19,6,7
04/12/2015,61,50,20,31,9,11
05/12/2015,104,109,4,53,19,30
06/12/2015,215,120,3,49,22,34
07/12/2015,234,170,2,47,11,44
08/12/2015,317,0,1,53,22,36
09/12/2015,317,0,23,28,9,17
10/12/2015,158,57,17,30,8,10
11/12/2015,101,129,6,50,15,30
12/12/2015,215,152,4,57,26,41
13/12/2015,254,0,23,39,7,27
14/12/2015,199,7,24,8,1,3
15/12/2015,26,10,17,11,1,4
16/12/2015,30,46,9,36,8,12
17/12/2015,116,59,14,45,10,20
18/12/2015,144,98,4,63,18,34
19/12/2015,219,156,7,60,16,42
20/12/2015,279,198,7,56,12,40
21/12/2015,288,317,7,66,18,53
22/12/2015,375,205,13,66,11,43
23/12/2015,317,104,17,43,9,16
24/12/2015,157,415,6,90,7,70
25/12/2015,525,283,6,62,3,41
26/12/2015,316,79,8,35,6,12
27/12/2015,123,86,10,43,9,21
28/12/2015,180,236,8,74,18,47
29/12/2015,361,160,34,36,5,20
30/12/2015,157,68,16,37,6,15
31/12/2015,122,0,0,0,0,0
03/01/2016,221,10,27,17,2,7
01/07/2015,62,16,40,12,3,1
02/07/2015,27,55,90,19,5,9
03/07/2015,78,47,41,22,4,6
04/07/2015,85,61,117,22,6,9
05/07/2015,146,60,114,17,5,8
06/07/2015,140,65,111,18,5,8
07/07/2015,145,82,124,17,5,9
08/07/2015,173,63,115,18,6,7
09/07/2015,146,59,101,15,5,6
10/07/2015,112,82,122,18,7,11
11/07/2015,166,108,139,23,4,9
12/07/2015,169,59,130,20,1,6
13/07/2015,118,48,115,15,3,6
14/07/2015,104,49,49,23,2,6
15/07/2015,98,38,44,12,1,6
16/07/2015,104,35,40,16,1,7
17/07/2015,96,42,63,15,1,8
18/07/2015,118,52,60,17,0,9
19/07/2015,152,67,64,14,0,8
20/07/2015,162,75,71,18,0,10
21/07/2015,181,49,87,19,1,7
22/07/2015,140,48,73,22,0,7
23/07/2015,112,62,80,28,2,8
24/07/2015,131,77,115,22,1,11
25/07/2015,161,90,134,18,1,10
26/07/2015,175,71,98,19,1,8
27/07/2015,138,53,92,14,0,7
28/07/2015,124,78,110,21,0,9
29/07/2015,165,42,45,13,2,8
30/07/2015,104,25,74,10,0,5
31/07/2015,71,62,47,24,2,12
01/08/2015,155,70,86,14,1,10
02/08/2015,151,40,35,16,3,11
03/08/2015,129,34,81,14,1,4
04/08/2015,57,77,88,17,1,9
05/08/2015,156,59,90,11,1,6
06/08/2015,113,75,84,16,1,8
07/08/2015,158,48,101,16,0,6
08/08/2015,112,61,123,15,1,7
09/08/2015,132,52,88,19,1,6
10/08/2015,109,87,127,17,5,14
11/08/2015,168,88,118,17,1,9
12/08/2015,162,105,140,19,5,10
13/08/2015,179,62,50,16,2,7
14/08/2015,123,42,64,19,1,5
15/08/2015,76,70,140,22,3,6
16/08/2015,100,85,112,17,6,9
17/08/2015,158,60,72,19,1,7
18/08/2015,120,53,82,19,1,7
19/08/2015,138,43,84,13,1,5
20/08/2015,94,26,75,12,1,3
21/08/2015,50,24,47,9,4,4
22/08/2015,50,25,47,9,3,7
23/08/2015,72,18,47,9,0,3
24/08/2015,52,24,43,14,1,3
25/08/2015,59,20,52,11,0,3
26/08/2015,42,20,50,11,1,3
27/08/2015,44,28,59,14,1,4
28/08/2015,57,41,92,10,1,5
29/08/2015,78,33,37,11,1,8
30/08/2015,84,30,33,13,0,6
31/08/2015,91,9,25,8,0,4
01/09/2015,42,11,39,9,0,3
02/09/2015,34,24,61,12,0,5
03/09/2015,48,57,33,12,1,15
04/09/2015,134,16,36,10,1,6
05/09/2015,68,23,57,14,1,4
06/09/2015,60,38,69,22,1,6
07/09/2015,79,63,84,29,3,8
08/09/2015,135,46,38,25,1,7
09/09/2015,108,9,15,16,1,3
10/09/2015,36,13,31,12,1,2
11/09/2015,37,14,30,13,1,2
12/09/2015,28,42,45,23,2,4
13/09/2015,60,78,76,29,6,7
